name,description,full_address,address,state,website,phone,email,status,user_id,categories
Tomorrow Foundation (Refugee Migrant Children's Centre)-Sunshine,"Runs workshops and programs specifically aimed at children from refugee backgrounds. 
 
 Programs include:
 Sidekicks Junior and Sidekicks Senior - A weekly mentoring program that focus on the English language, engagement in learning and school life, and building individual capacity and confidence, catering for children and teenagers. 
  
 Family Learning Club - Our Family Learning Club engages the parents or guardians of recently arrived primary aged school children in their education and school community. This weekly program breaks down the barriers for parents in being able to be involved in their child’s education and school community, regardless of their own prior education or English language skills.
 
 Material Aid - Educational material aid such as school packs are distributed to our RMCC kids, as well as kids throughout Victoria through caseworkers at partnering settlement agencies.",21A Sun Crescent Sunshine,"21 Sun Crescent, Sunshine VIC 3020",VIC,https://www.rmccaustralia.org.au/,03 9028 5255,contact@rmccaustralia.org.au,confirmed,admin,"Community, Financial, Legal, Community, Education"
Fitted for Work - Melbourne-Melbourne,It may be most beneficial to attend our service when a client:has a job interview in place;has secured a job;is about to commence/complete a training program;needs a confidence and self-esteem boost to prepare her for training or job hunting,"Level 1, Queen Victoria Women's Centre, 210 Lonsdale street Melbourne","210 Lonsdale street, Melbourne VIC 3000",VIC,https://fittedforwork.org/,03 9662 4289,info@fittedforwork.org,confirmed,admin,"Community, Housing, Legal"
Centre Against Sexual Assault -Melbourne,"A free confidential 24 hour emergency or crisis care service is available (call 1800 806 292) for victim/survivors who have recently been sexually assaulted. This includes crisis counselling support and may include access to medical care and legal processes.
 
 CASAs offer free and confidential short to medium term individual counselling to child and adult victim/survivors of sexual assault, their non offending family members/carers and significant others. They also offer group work, telephone counselling and referrals to other relevant services.
 
 Numerous centres around Victoria.","Level 3, 210 Lonsdale Street Melbourne","210 Lonsdale street, Melbourne VIC 3000",VIC,http://www.casa.org.au/contact-us/find-your-nearest-casa/,03 9635 3600,casa@thewomens.org.au,confirmed,admin,"Employment, Community, Health, Financial"
Asylum Seeker Welcome Centre - Brunswick-Brunswick,"The Asylum Seeker Welcome Centre (ASWC) is a community centre that offers a safe and welcoming space for people seeking asylum in Melbourne.
 
 Access to photocopiers.",212 Sydney Road Brunswick,"212 Sydney Road, Brunswick VIC 3056",VIC,www.lentarauc.org.au,03 9388 2459,aswc@lentaurac.org.au,confirmed,admin,"Employment, Community, Health, Financial"
Asylum Seeker Welcome Centre-Brunswick,"The Asylum Seeker Welcome Centre (ASWC) is a small community centre that aims to provide a safe and welcoming space for people seeking asylum in our community. Located at 212 Sydney Road, Brunswick the ASWC offers the following programs and services:
 
 English Conversation Classes
 We provide a social learning environment which allows for participants to improve their written English as well as create more informal conversation. These classes are also available in our women’s only English Classes program.
 Monday, Thursday, Saturday 2pm – 4pm, Tuesday 6pm – 7pm
 
 Women’s Group
 This group aims to assist in reducing social isolation of women seeking asylum by providing an opportunity for them to come together and develop social and support networks and to engage in various activities. It also aims to improve mental health, well-being and self-esteem by promoting inclusiveness and increasing independence and social mobility.
 
 Preparation for Work Program
 This program supports those who are seeking asylum to be able to enter into the Australian workforce. We provide support, information sessions as well as looking at employment pathways.
 
 Saturday Program
 This program emphasises participation through social and recreational activities. We hold a community meal, provide an English language/conversation class and have monthly excursions* to various locations throughout the city and state. Volunteers also assist fortnightly with teaching and facilitating various handicrafts.
 
 Meals Program
 We provide a regular meals program that is based around the idea of developing an environment which helps to build a sense of family and community. This also allows for participants to share self and culture, build a sense of purpose and engagement and to enable supportive conversations by sharing knowledge and resources.
 
 Art Classes
 Monday 11am-1pm
 
 Sewing Classes
 Tuesday 4.30-6pm
 
 Music 
 Most Saturdays 11am
 
 ASWC Community Garden
 Available for the use of all
 
 Opening Hours
 Monday 10am – 5pm, Tuesday 1pm – 8pm, Wednesday 10am 5pm, Thursday 10am – 5pm, Saturday 11am – 4pm.
 
 *Saturday Program
 The ASWC is open on Saturdays from 11am to 4pm; except for the last Saturday of each month when an excursion takes place. All services and programs are free of charge. Please drop in – no appointments necessary","212 Sydney Road, Brunswick Vic 3056 (Behind the Brunswick Uniting Church, access via Merri St) Brunswick","212 Sydney road, Brunswick VIC 3056",VIC,http://www.lentarauc.org.au/page/127/asylum-seeker-landing-page,03 9388 2459,aswc@lentarauc.org.au,confirmed,admin,"Employment, Community, Health, Financial"
Uniting Lentara (Asylum Seeker Welcome Centre) -Brunswick,"Internet and phone access, English classes, excursions, art classes; community garden, excursions and Saturday Activity program; tea and a biscuit.
 
 Registration is required for some activities including Saturday excursions and 10 week English Course: drop into the Centre to register. In general walk-ins are accepted. 
 
 All services are free of charge
 
 Meals program run by clients and volunteers:
 o Fortnightly Tuesday dinner - 7pm
 o Weekly Thursday lunch - 1pm
 o Weekly Saturday* lunch – 1pm
 
 English Conversation Classes:
 o Mondays 2-4pm
 o Tuesdays 6-7pm
 o Thursdays 2-4pm
 o Saturday* 2-4pm
 
 Art Classes including painting, drawing, crafts, cake decorating:
 o Wednesdays 2-5pm
 
 Does not provide case work or housing support",212 Sydney Road Brunswick,"212 Sydney road, Brunswick VIC 3056",VIC,http://www.lentarauc.org.au/page/130/asylum-seeker-welcome-centre-landing-page,03 9388 2459,,confirmed,admin,"Education, Housing, Health, Community"
Maroondah Community Assist - Croydon-Croydon,"Food vouchers, meat vouchers, help with school fees and costs and budgeting.
 
 Healthcare Card preferred, however are happy to help anyone in need - only require some proof of address. This can be in any form that includes a name and address inc. Utility bills. 
 
 Drop-in Service, but require appointment if it is for Budget or Tax services. This gets very busy, so appointment absolutely essential.",214 Mt. Dandenong Road Croydon,"214 Mt Dandenong road, Croydon VIC 3136",VIC,http://maroondahcommunityassist.org.au/index.html,03 9725 7920,,confirmed,admin,"Everyday, Community"
Cohealth -Footscray,"GP and Nurse clinic. Multiple locations - see website for location details
 
 Free access to interpreter - phone 131450 and ask them to call CoHealth.",215 Nicholson Street Footscray,"215 Nicholson street, Footscray VIC 3011",VIC,https://www.cohealth.org.au/locations/,03 9448 5510,,confirmed,admin,"Everyday, Housing, Community"
Asylum Seeker Resource Centre -Footscray,"Provides a wide range of services to people seeking asylum. 
 See: https://www.asrc.org.au/foodjustice/ for locations of the 'Food Justice Truck'.
 
 On Wednesday evenings, the members-only team cook culturally traditional meals for the night-time legal clinic, Innovation Hub and health centre (Footscray).
 
 Innovation Hub (Downstairs)
 Monday to Friday: 10am-12:30pm | 1:30pm-5pm
 214-218 Nicholson Street, Footscray VIC 3011
 t: 03 8537 9500
 e:hub_admin@asrc.org.au","214-218 Nicholson Street, Footscray VIC 3011 Footscray","218 Nicholson Street, Footscray VIC 3011",VIC,https://www.asrc.org.au,03 9326 6066,hub_admin@asrc.org.au (innovation hub - downstairs) OR admin@asrc.org.au (upstairs),confirmed,admin,Everyday
South East Alcohol and Drug Service-Dandenong,"Organised through Monash Health, committed to improving the health and quality of life of individuals, families, and communities by providing holistic alcohol and other drug services.","2nd Floor, 229 Thomas Street Dandenong","229 Thomas street, Dandenong VIC 3175",VIC,http://www.monashhealth.org/page/South_East_Alcohol_and_Drug_Services,03 8792 2330,,confirmed,admin,"Education, Employment"
Salvation Army - Box Hill-Box Hill,"Food parcels and vouchers, Salvos Stores vouchers. Must be a resident of City of Whitehorse, and hold a valid Centrelink card. 
 
 Appointment only. Office open regular hours, appointments from Tue-Thu only, 10am-Midday.
 
 English Conversation classes - free, Monday 7pm-8.30pm 
 Mainly Music - free music classes for children, parents may come along and watch, snacks and refreshments provided, contact number to see if openings available. 
 Community support - Available to everyone by appointment only, Tuesday, Wednesday and Thursday 10am - 12 noon. 
 Craft Group - free, Tuesday mornings from 10am. 
 Companion club -- Free service for older, retired individuals, Friday 10:15am. 
 Community tea -- third Sunday of the month, 5pm.",17-23 Nelson Rd Box Hill,23 Nelson Rd Box Hill VIC 3128,VIC,http://boxhill.salvationarmy.org.au,03 9890 2993,corps.boxhill@aus.salvationarmy.org,confirmed,admin,Education
All Saints Anglican Church Preston-Preston,"Foodbank Friday mornings from 9:30am - 11:30am.
 Saturday Lunch 12:30pm (3 course meal) - Free
 Wednesday - free conversation English classes",239A Murray Rd Preston,"239 Murray Rd, Preston VIC 3072",VIC,http://www.jikajika.com.au,03 9471 9191,vicar@jikajika.com.au,confirmed,admin,Employment
Learning for Employment-Melton,"AMEP Provider. Must be a PR OR temporary visa holder AND speak little to no English. 
 
 Also a Skills for Education and Employment (SEE) provider (program formerly known as LLNP). This allows eligible job seekers to receive up to 800 hours of free training to improve literacy/numeracy in preparation for training/work. Must be a registered job seeker with Centrelink.",239 Station Road Melton,"239 Station road, Melton VIC 3337",VIC,http://learningforemployment.org.au/,1300 253 053,contact@learningforemployment.org.au,confirmed,admin,Education
Wear for Success - South Melbourne-South Melbourne,It may be most beneficial to attend our service when a client:has a job interview in place;has secured a job;is about to commence/complete a training program;needs a confidence and self-esteem boost to prepare her for training or job hunting,5/24 Eastern Road South Melbourne,"24 Eastern road, South Melbourne VIC 3205",VIC,www.wearforsuccess.org.au/,03 9078 1750,info@wearforsuccess.org.au,confirmed,admin,"Community, Education"
New Hope Foundation - Collingwood-Collingwood,The New Hope Foundation delivers programs that support migrants and refugees across different life stages in the settlement and migration journey,241 Wellington Street Collingwood,"241 Wellington street, Collingwood VIC 3066",VIC,http://www.newhope.asn.au,03 9948 8777,njc@newhope.asn.au,confirmed,admin,Employment
RISE-Melbourne,,"247 Flinders Lane, Level 01 Melbourne","247 Flinders Lane, Melbourne VIC 3000",VIC,http://riserefugee.org/who-we-are-our-position/,03 9639 8623,admin@riserefugee.org,confirmed,admin,Health
Global Care/Liberty Church-Epping,Provides food parcels.,25 Miller St Epping,"25 Miller St, Epping VIC 3076",VIC,http://liberty.org.au // https://globalcare.com.au,03 84014822,bob@liberty.org.au,confirmed,admin,"Community, Education"
Sudanese Online Research Association & SAIL-Maidstone,Provides free English support and community services to the Sudanese community. Occasionally holds talks by professionals on specialist areas. Will need to call to find out specific details.,25 Yardley Street Maidstone,"25 Yardley street, Maidstone VIC 3012",VIC,http://www.sailprogram.org.au/site/,,info@sailprogram.org.au,confirmed,admin,"Education, Employment, Community"
AMES Australia-Flagstaff,,"Level 5, 255 William St Flagstaff","255 William St, Melbourne VIC 3000",VIC,http://www.ames.net.au/,13 2637,,confirmed,admin,Health
New Hope Foundation - Frankston-Frankston,The New Hope Foundation delivers programs that support migrants and refugees across different life stages in the settlement and migration journey.,24 - 26 High Street Frankston,"26 High street, Frankston VIC 3199",VIC,http://www.newhope.asn.au,03 9781 5788,frankston@newhope.asn.au,confirmed,admin,Health
"Asylum Seekers Centre, Dandenong-Dandenong",Food is distributed only on Wednesdays & Thursdays,Level 1/26 Mc Crae St Dandenong,26 McCrae St Dandenong VIC 3175,VIC,http://www.asylumseekerscentre.org,0409 416 744,"""David Spitteler"" <dspitteler@hotmail.com>",confirmed,admin,Health
Box Hill Citizens' Advice Bureau-Box Hill,,Suite 1 27 Bank St Box Hill,"27 Bank St, Box Hill VIC 3128",VIC,www.ourcommunity.com.au/boxhillcab,03 9285 4801,boxhillcab@optusnet.com.au,confirmed,admin,"Health, Community"
Migrant Information Centre-Box Hill,"The Migrant Information Centre (Eastern Melbourne) (MIC) has been assisting refugees and migrants residing in the eastern suburbs of Melbourne to understand Australian life, integrate into a multicultural community and access services since 1999",27 Bank Street Box Hill,"27 Bank street, Box Hill VIC 3128",VIC,www.miceastmelb.com.au,03 9285 4888,sherbst@miceastmelb.com.au,confirmed,admin,Health
St Ambrose Church Brunswick-Brunswick,"English Classes Wednesday and Friday mornings from 10:30am - 12:30pm. These are Free.
 
 The Foodbank is open from 9.30 on Thursday mornings but food isn’t distributed until 11.00am.
 Foodbank 11am Thursday (people are encourage to come early to collect a number and have a cup of tea - from 9:30am onward).
 The food bank includes fresh food as well as canned and packaged goods.
 
 There is also a small market which sells second-hand clothing and goods very cheaply.",287 Sydney Road Brunswick,"287 Sydney Road,  Brunswick VIC 3056",VIC,http://www.bbe.org.au,03 9380 1023,bbe@cam.org.au,confirmed,admin,Health
Beyond Blue-Hawthorn,"Call 1300 22 4636 for a one-on-one chat with a mental health professional. Over the phone interpreter available. 
 
 Chat online 3pm to 12am (AEST) every day at https://www.beyondblue.org.au/get-support/get-immediate-support","Level 2, 290 Burwood Road Hawthorn","290 Burwood road, Hawthorn VIC 3122",VIC,https://www.beyondblue.org.au/,1300 22 4636,,confirmed,admin,Health
Wesley Eastern Homeless Crisis Service-Ringwood,"Some emergency relief services are limited/subject to availability. 
 Also: Children's resource program, help with medical costs, food vouchers
 Showers
 Laundry facilities
 Computers
 Mail service
 Visiting services such as Centrelink and community health nurses.
 
 For services such as laundry facilities and showers, please come before 4pm to allow for a 5pm close.",291a Maroondah Highway Ringwood,"291 Maroondah Highway, Ringwood VIC 3134",VIC,https://www.wesley.org.au,03 8870 4000,homelessness@wesley.org.au,confirmed,admin,Health
Transit Community Engagement of Narre Warren Christian Church-Narre Warren,"On Mondays from 4pm -6pm for a hot dinner at 5.00pm and afterwards an opportunity of picking up food from ""Food Support."" Unlimited tea, coffee and cordial are available.
 
 On Wednesdays from 10am -2pm we serve a hot meal, followed by an opportunity to collect food from ""Food Support."" Again unlimited tea, coffee and cordial are available.
 
 On Thursdays - ""Family Day."" Providing an opportunity for families to pick up food from ""Food Support"" between 2.00pm-4.00pm. Offering groceries, bread, fruit and vegetables at this time but no meals.
 
 On Sundays there is a church service from 10am followed by morning tea.",Factory 4/3 Webb St Narre Warren,"3 Webb St, Narre Warren VIC 3805",VIC,http://www.transitoutreach.org.au/index.html,03 9796 8966,Dot: oneills777@gmail.com,confirmed,admin,Health
New Hope Foundation - Footscray-Footscray,The New Hope Foundation delivers programs that support migrants and refugees across different life stages in the settlement and migration journey.,"Footscray Refugee Resource Centre, 30A Pickett Street Footscray","30 Pickett street, Footscray VIC 3011",VIC,http://www.newhope.asn.au,03 9448 8009,footscray@newhope.asn.au,confirmed,admin,Health
NorthWestern Mental Health-Parkville,"NWMH provides comprehensive hospital-based, community and specialist mental health services to youth, adults and aged people across northern and western Melbourne.","Level 1, North 300 Grattan Street Parkville","300 Grattan street, Parkville VIC 3052",VIC,https://www.nwmh.org.au/,03 9342 7705,,confirmed,admin,Health
Centre for Multicultural Youth-Carlton,"CMY is the auspice for @Multicultural Youth Advocacy Network (MYAN), which supports young people in education and employment, pathways, justice, homelessness, resettlement and participation. 
 
 Newly Arrived Youth Services (a reconnect program): for young refugees who arrived in Australia less than five years ago. Through referral only. 
 
 Unaccompanied Humanitarian minors programme: provides housing and support for unaccompanied minors who have arrived through Australia's onshore refugee programme and are assessed as capable of living independently. 
 
 Ucan2: facilitates and supports the social inclusion of newly arrived",304 Drummond Street Carlton,"304 Drummond Street, Carlton VIC 3053",VIC,http://cmy.net.au/,03 9349 3766,info@cmy.net.au,confirmed,admin,"Housing, Health"
Dandenong Benevolent Society -Dandenong,"Food parcels and vouchers. Requires referral by the Social Worker, City of Dandenong or Centrelink",Shop 5/305 Thomas St Dandenong,"305 Thomas St, Dandenong VIC 3175",VIC,,03 9793 2165,benev@bigpond.net.au,confirmed,admin,"Community, Health"
We Care Community Services -Dandenong,"Food parcels and vouchers, women's sanitary products, nappies, stationery and kitchen goods, gooks and toys
 ** Access requirements are still flexible - they will assist anyone in need.
 
 WorkAbility I Program requirements: 
 -Program Referral.
 -Must have IEP.
 -Must be 16 years or older.
 
 Transition Partnership Program requirements:
 -Program Referral.
 -Must have IEP.
 -Must meet DOR requirements.
 -Must be within two years of exiting high school.",307 Gladstone Road Dandenong,"307 Gladstone road, Dandenong VIC 3175",VIC,http://www.wecare.services,03 8791 5255,info@wecare.services,confirmed,admin,"Community, Visa"
Make A Difference Dingley Village Inc-Dingley Village,Drop in,31b Marcus Rd Dingley Village,"31 Marcus Rd, Dingley Village VIC 3172",VIC,http://maddv.com.au,03 9551 1799,admin@maddv.com.au,confirmed,admin,Education
BreakThru-Melton,"breakthru is a Registered Training Organisation (RTO #91512) and our team deliver exceptional courses along the East Coast, including traineeships, SOA, accredited and non-accredited training.","Melton Library & Learning Hub, 31 McKenzie Street Melton","31 McKenzie street, Melton VIC 3337",VIC,https://breakthru.org.au/,1800 767 212,,confirmed,admin,Education
New Hope Foundation - Melton-Melton,The New Hope Foundation delivers programs that support migrants and refugees across different life stages in the settlement and migration journey.,31 McKenzie Street Melton,"31 McKenzie street, Melton VIC 3337",VIC,http://www.newhope.asn.au,03 9747 5246,amandas@newhope.asn.au,confirmed,admin,Education
Women's Health in the South East-Dandenong,"Promotes understanding of health issues, including sexual and reproductive health, gender equity, breast health, nutrition and exercise, persona care, mental health. 
 
 The settlement program includes case work, accommodation support, cultural support, referrals, liaising with utility companies etc. 
 
 Eligibility - PRs who have arrived in the last 5 years as humanitarian entrants/family stream migrants with low English proficiency. 
 
 Must reside in - 
 
 Port Phillip 
 Stonnington 
 Glen Eira 
 Bayside 
 Greater Dandenong 
 Kingston 
 Frankston 
 Casey 
 Cardinia
 Mornington Peninsula
 
 Can self-refer.",2/31 Princes Highway Dandenong,"31 Princes Highway, Dandenong VIC 3175",VIC,http://www.whise.org.au/,03 9794 8677,msalvage@whise.org.au,confirmed,admin,Education
Wesley Footscray Outreach-Footscray,"Some emergency relief services are limited/subject to availability. 
 No interest loans (NILS), food vouchers and foodbank.
 Showers
 Laundry facilities
 Computers
 Mail service
 Visiting services such as Centrelink and community health nurses.
 
 For services such as laundry facilities and showers, please come in time to allow for a 4pm close. 
 
 Friday is market day - people just need to bring some sort of basic ID to receive free groceries.",310 Barkly Street Footscray,"310 Barkly street, Footscray VIC 3011",VIC,https://www.wesley.org.au,03 9689 3515,homelessness@wesley.org.au,confirmed,admin,Education
Big Group Hug-Rosanna,"Case worker needs to complete request form attached and email it back to requests@biggrouphug.org
 
 Our warehouse and request coordinator is Judi Gayferrequests@biggrouphug.org
 Our operations manager is Jodie Burns jodie@biggrouphug.org",32 Grandview Grove Rosanna,"32 Grandview Grove, Rosanna VIC 3084",VIC,http://biggrouphug.org,,requests@biggrouphug.org,confirmed,admin,"Community, Education"
Kingston City Church - Clarinda-Clarinda,"*Emergency relief is accessible on a drop-in basis. 
 *They give food parcels to all those in need and also advocate for them when they are behind on payment of their bills.
 *No post code boundaries.
 *Clients do not need a health care card - they do a non- intrusive interview to assess their needs.",316-322 Kingston Road Clarinda,"322 Kingston road, Clarinda VIC 3169",VIC,http://kingstoncitychurch.com.au,03 8551 6600,joy@crm.org.au (Joy is part of the Emergency Resources Dept.),confirmed,admin,Community
Jesuit Social Services -Richmond,,326 Church Street (Central Office) Richmond,"326 Church street, Richmond VIC 3121",VIC,http://jss.org.au/,03 9421 7600,jss@jss.org.au,confirmed,admin,Everyday
Baptcare Sanctuary - Brunswick-Brunswick,"Every day Home Help supports people to keep living well at home. Baptcare provides flexible and quality services to thousands of families, from short term help to ongoing care.",33 Blyth Street Brunswick,"33 Blyth Street, Brunswick VIC 3056",VIC,http://www.baptcare.org.au,03 8388 5800,hrice@baptcare.org.au,confirmed,admin,Everyday
Save the Children-Carlton,,33 Lincoln Square S Carlton,"33 Lincoln Square, Carlton VIC 3053",VIC,https://www.savethechildren.org.au/,1800 76 00 11,info@savethechildren.org.au,confirmed,admin,Everyday 
CatholicCare (Asylum Seeker Support Program (ASSP))-Dandenong,"For a list of locations, please refer to http://www.ccam.org.au/directory
 
 Takes referrals from frontline asylum seeker support agencies including: Asylum Seeker Resource Centre, Australian Red Cross, Foundation House and the Brigidine Asylum Seeker Project.
 
 Volunteers from parishes help depending on specific needs. Can include: homework support, family visitation, group activities, English language practice, and community engagement. 
 
 Building community program -- supports recently arrived migrants living in Pakenham. Free program includes: community garden, English conversation programs and information forum. Open to individuals from multicultural background who arrived in Australia in past 5 years. 
 
 Eltham Refugee Housing and support project -- accommodation and settlement support to people from Syria and Iraq. Supported in orientation of local area (transportation etc), linked to schools, training and employment opportunities. Assistance with English language, homework support, financial literacy and social support. Available to those who speak languages other than English. 
 
 Geelong Settle Well program -- school based support for young refugees. Includes trauma counselling, case management and links to other services, education and training, and opportunities for community participation. Must be between 15-20 years old, and enrolled at North Geelong Secondary College or Northern Bay College. 
 
 Green Patch Community Farm -- trains refugee job seekers in gardening and agriculture. 
 
 Refugee Settlement Program -- helps newly arrived refugees and humanitarian entrants with social and life skills to integrate into the community. Support includes orientation and information on Australia life, employment training and support, language and financial lessons, homework help, and referral for counselling. Refugee and humanitarian entrants can access services if they arrived in the past 5 years.","Level 2, 33 Princes Highway Dandenong","33 Princes Highway, Dandenong VIC 3176",VIC,http://www.ccam.org.au,03 8710 9600,catholiccare@ccam.org.au,confirmed,admin,"Education, Everyday"
Australian Karen Foundation-Box Hill,Focuses on educating and training Karen refugees. especially on the Thai Burma border that have resettled to the Karen community in Australia.,33 Sweetland Rd Box Hill,"33 Sweetland Rd, Box Hill VIC 3128",VIC,http://australiankarenfoundation.org.au/index.html,0419 313 047,aflint@qap.com.au,confirmed,admin,"Education, Community, Health, Everyday"
Holmesglen Institute-Southbank,"AMEP, TAFE provider.",332 St Kilda Rd Southbank,"332 St Kilda Rd, Southbank VIC 3006",VIC,https://www.holmesglen.edu.au/,03 9564 1555,info@holmesglen.edu.au,confirmed,admin,"Everyday, Health"
Amaroo Neighbourhood Centre-Chadstone,"On Tuesday and Friday mornings free bread is distributed for those in need, sponsored by Bakers Delight in Chadstone and Bentleigh.
 
 Engligh classes and adult literacy call (03) 98072322 
 Fruit and veg market wednesdays from 12pm-2pm
 Monday Lunch - gold coin donation 12pm-1:30pm (toasties and soup) 
 
 Bagged bread can be picked up from the Op Shop at 10am onwards until they run out.
 
 A Public Tenant Representative is on site on Mondays from 12pm to 2pm to answer any questions regarding public housing.",34 Amaroo Street Chadstone,"34 Amaroo street, Chadstone VIC 3148",VIC,www.amaroonc.org.au,03 9807 0570,office@amaroonc.org.au,confirmed,admin,Everyday
Community Information & Support Victoria (CISVic)-Melbourne,"CISVic is the peak body representing community information and support services. Can refer to over 60 members across Victoria, offering a range of services.","Suite 907, Level 9, 343 Little Collins Street Melbourne","343 Little Collins street, Melbourne VIC 3000",VIC,http://www.cisvic.org.au or http://www.cisvic.org.au/home/find-your-local-agency for locations,03 9672 2000,,confirmed,admin,Everyday
Noble Park English Language School -Noble Park,,21-35 Thomas Street Noble Park,"35 Thomas street, Noble Park VIC 3174",VIC,http://nobleparkels.vic.edu.au/,03 9546 9578,noble.prak.els@edumail.vic.gov.au,confirmed,admin,Everyday
North West Melbourne Primary Health Network-Parkville,"PHNs have been established with the key objectives of increasing the efficiency and effectiveness of medical services for patients, particularly those at risk of poor health outcomes; and improving coordination of care to ensure patients receive the right care in the right place, at the right time.",369 Royal Parade Parkville,"369 Royal Parade, Parkville VIC 3052",VIC,https://nwmphn.org.au/priority-area-topic/refugees-and-asylum-seekers/,03 9347 1188,,confirmed,admin,Everyday
Salvation Army - Manningham Church (Corps) and Community Centre-Doncaster East,"Food parcels and vouchers
 * Unspecified ER.
 Tuesday 'community care' food assistance is by appointment only.
 Tuesday afternoons from 1.30 - 3.30 pm",37 Taunton St Doncaster East,"37 Taunton St, Doncaster East VIC 3109",VIC,http://www.salvationarmy.org.au/manningham,03 9842 4744,anne.hill@aus.salvationarmy.org,confirmed,admin,"Education, Health"
Catholic Care-East Melbourne,"Asylum Seeker Support: arrange supported housing for families seeking asylum while they wait for final decision on their claim for protection and asylum. Includes: supported housing , advocacy, links to local communities, links to support services for families. Depending on specific parish, following may be available: family visitation, homework support, material aid, group activities, english language practice, community engagement. Referrals accepted; support and information available to those who speak languages other than english. 
 
 Building community program: supports recently arrived migrants from Pakistan. Involves: community garden, english conversation programs, and information forums. Eligibility - people from multicultural background who have arrived to Australia in the last 5 years. No charge, but some specific activities may need a small contribution. 
 
 Eltham Housing and Support project -- provides accommodation and settlement support to newly arrived refugees from Syria and Iraq. Pay rent in units, and are assisted with orientation to the local area (transport and other services) and linked to schools, training and employment opportunities. Also assisted with english language, financial literacy, homework and social support. Referrals from agencies providing Humanitarian settlement services accepted. Support and information available to those who speak languages other than English. 
 
 Geelong Settle Well: intensive, school based support service for young refugees and asylum seekers. Includes: specialised trauma informed counselling, case management, including referrals and linkages to other community services, education and training, opportunities for community participation. Eligibility -- young asylum seekers and refugees aged 15-20 years, enrolled at North Geelong Secondary college or Northern Bay College can access. Free. 
 
 Green Patch Community Farm: trains refugee job seekers in gardening and horticulture. Located near Melton in Melbourne's outer west. Also help families access other support, including homework support, health, english conversation etc. 
 
 Refugee Settlement Program: includes information and orientation to Australian life, information forums for individuals and families, language and budgeting lessons (incl English conversation groups), social support for adults, homework help for children, employment training and support and referral to counselling for complex cases. Eligibility - refugee and humanitarian entrants can access service within first five years of arrival. Free.",383 Albert Street East Melbourne,"383 Albert street, East Melbourne VIC 3002",VIC,http://www.ccam.org.au/,03 9287 5555,catholiccare@ccam.org.au,confirmed,admin,Everyday
Asylum Seeker Parish Support Program-East Melbourne,"This is a peak body for multiple member organisations such as CatholicCare, CAPSA, Brigidine, St Vinnies, and more. They organise forums and events to share information on advocacy and community support. Eg. the most recent forum involved teaching how to write letters of advocacy to government bodies. 
 
 Accommodation support may be offered in various ways: may be for short or longer terms, or for a defined period. Can include: making an existing residence available for use, sponsoring of individual/family in private rental in full or part, or offering rooms in a private home. 
 
 Rental assistance also available. 
 
 Friendship Through Teaching English program: a volunteer pair visits a family weekly, spends an hour teaching conversational english. Day and time agreed upon between the family and volunteer pair. 
 
 Many forms of hospitality support: assistance navigating through community services and resources, such as Centrelink, hospitals, transport, schools, etc; helping families settle into new premises, including assistance finding furniture, appliances, etc, and helping move into the premises; home visits including tea and a short talk; period get togethers in the community; excursions; visiting people in detention centre. 
 
 Financial and Material Aid 
 
 Call number for enquiries, bookings, specific appointments etc.",383 Albert Street East Melbourne,"383 Albert street, East Melbourne VIC 3002",VIC,http://www.css.org.au/Asylum-Seekers-Support,03 9287 5566,office@css.org.au,confirmed,admin,"Everyday, Education"
River Nile Learning Centre-North Melbourne,The River Nile School offers full time programs delivering VCAL curriculum to re-engage Refugee and Asylum Seeker school aged women who have had disrupted schooling or who are struggling to cope with their current education arrangements or settings.,385 Queensberry St North Melbourne,"385 Queensberry St, North Melbourne VIC 3051",VIC,www.rnlc.org.au,03 9329 8425,info@rnlc.org.au,confirmed,admin,"Community, Education, Employment, Health"
St Joseph's Flexible Learning Centre-North Melbourne,"Flexible learning center, aimed at teaching young people how to be responsible citizens. Classes are co-ed, culturally and religiously diverse, and inclusive. 
 
 Generally quite flexible in terms of necessary documentation. Immigration Card, Passport, Visa, all accepted forms of ID.",385 Queensberry Street North Melbourne,"385 Queensberry Street, North Melbourne VIC 3051",VIC,http://youthplus.edu.au/st-josephs-flc-north-melbourne/,03 9269 6900,northmelbourne.admin@youthplus.edu.au,confirmed,admin,"Education, Everyday"
Southern Migrant and Refugee Centre-Dandenong,"To be eligible for assistance, must have lived in Australia for less than 5 years and be on a refugee or humanitarian visa. 
 
 Reception should be called first.",39 Clow St Dandenong,"39 Clow St, Dandenong VIC 3175",VIC,http://www.smrc.org.au/,03 9767 1900,smrc@smrc.org.au,confirmed,admin,Education
PHN North West Melbourne-Parkville,GP and Nurse clinic,"Level 1, 396 Royal Parade, Parkville","396 Royal Parade, Parkville VIC 3052",VIC,http://nwmphn.org.au/services/dsp-default.cfm?loadref=22,03 9347 1188,careinmind@mpcn.org.au,confirmed,admin,"Education, Community"
Ethnic Communities Council Victoria-Coburg,"ECCV is a community based, member driven organisation committed to empowering people from diverse multicultural backgrounds. The ECCV has an extensive network of members and contacts enabling it to advocate on multicultural issues in Victoria at the highest government levels. 
 
 ECCV offers aged care support and hosts consultations.","Suite 101, 398 Sydney Road Coburg","398 Sydney road, Coburg VIC 3058",VIC,eccv.org.au,9354 9555,eccv@eccv.org.au,confirmed,admin,Community
